order_id,customer_id,product_id,order_date,quantity,unit_price,discount_rate,discount_amount,final_unit_price,total_amount,total_cost,gross_profit,payment_method,order_status,sales_channel,warehouse,is_returned
393,83,3,2022-02-15,1,1299,15,194.85,1104.15,1104.15,721.23,382.92,Credit Card,Delivered,Website,SEA6 - Seattle WA,N
394,113,2,2024-10-07,1,849,0,0.0,849.0,849.0,390.95,458.05,Debit Card,Delivered,Mobile App,DAL7 - Dallas TX,N
395,96,60,2022-06-14,2,17,0,0.0,17.0,34.0,21.16,12.84,Gift Card,Returned,Website,DAL7 - Dallas TX,Y
396,19,70,2023-05-28,1,38,0,0.0,38.0,38.0,23.99,14.01,PayPal,Returned,Website,SEA6 - Seattle WA,Y
397,64,50,2022-03-10,3,39,0,0.0,39.0,117.0,64.98,52.02,Amazon Pay,Delivered,Website,SEA6 - Seattle WA,N
398,54,61,2023-10-24,1,599,20,119.8,479.2,479.2,338.24,140.96,Amazon Pay,Delivered,Mobile App,ATL6 - Atlanta GA,N
399,134,16,2023-02-11,1,49,5,2.45,46.55,46.55,30.41,16.14,Credit Card,Delivered,Mobile App,ONT8 - Ontario CA,N
400,61,56,2023-07-20,1,17,0,0.0,17.0,17.0,8.94,8.06,Credit Card,Processing,Website,ONT8 - Ontario CA,N
401,149,61,2022-07-03,2,599,0,0.0,599.0,1198.0,676.48,521.52,Debit Card,Delivered,Mobile App,MDW2 - Chicago IL,N
402,195,8,2022-08-08,1,49,5,2.45,46.55,46.55,31.84,14.71,Credit Card,Delivered,Third-Party Marketplace,SEA6 - Seattle WA,N
403,194,45,2023-01-31,3,44,0,0.0,44.0,132.0,66.57,65.43,Credit Card,Delivered,Mobile App,MDW2 - Chicago IL,N
404,11,63,2024-09-30,2,15,5,0.75,14.25,28.5,19.3,9.2,Credit Card,Delivered,Website,SEA6 - Seattle WA,N
405,120,36,2022-11-25,3,180,5,9.0,171.0,513.0,342.54,170.46,Credit Card,Delivered,Website,MDW2 - Chicago IL,N
406,139,47,2024-11-02,1,199,10,19.9,179.1,179.1,100.42,78.68,Credit Card,Delivered,Website,MDW2 - Chicago IL,N
407,199,80,2024-03-04,1,18,5,0.9,17.1,17.1,9.69,7.41,Amazon Pay,Delivered,Mobile App,JFK8 - New York NY,N
408,157,37,2022-08-15,1,59,5,2.95,56.05,56.05,28.69,27.36,Amazon Pay,Delivered,Website,JFK8 - New York NY,N
409,46,5,2022-07-22,1,349,5,17.45,331.55,331.55,188.6,142.95,Amazon Pay,Delivered,Website,DAL7 - Dallas TX,N
410,135,80,2024-01-21,2,18,0,0.0,18.0,36.0,19.38,16.62,Amazon Pay,Delivered,Website,JFK8 - New York NY,N
411,168,63,2024-08-16,4,15,10,1.5,13.5,54.0,38.6,15.4,Credit Card,Returned,Mobile App,DAL7 - Dallas TX,Y
412,95,8,2022-03-25,3,49,0,0.0,49.0,147.0,95.52,51.48,PayPal,Returned,Website,JFK8 - New York NY,Y
413,133,13,2024-02-29,1,99,0,0.0,99.0,99.0,52.09,46.91,Debit Card,Delivered,Website,SEA6 - Seattle WA,N
414,46,72,2022-08-05,2,18,5,0.9,17.1,34.2,17.9,16.3,Debit Card,Returned,Mobile App,SEA6 - Seattle WA,Y
415,171,55,2023-01-05,4,19,0,0.0,19.0,76.0,45.56,30.44,Debit Card,Shipped,Mobile App,ATL6 - Atlanta GA,N
416,154,57,2023-10-27,4,14,15,2.1,11.9,47.6,30.8,16.8,Debit Card,Returned,Mobile App,SEA6 - Seattle WA,Y
417,83,78,2024-02-08,1,23,0,0.0,23.0,23.0,14.33,8.67,Gift Card,Returned,Website,DAL7 - Dallas TX,Y
418,115,51,2023-08-06,1,18,0,0.0,18.0,18.0,8.89,9.11,Debit Card,Processing,Third-Party Marketplace,MDW2 - Chicago IL,N
419,2,39,2023-10-07,10,45,0,0.0,45.0,450.0,210.8,239.2,PayPal,Delivered,Mobile App,MDW2 - Chicago IL,N
420,142,66,2022-11-13,2,38,15,5.7,32.3,64.6,40.82,23.78,Debit Card,Delivered,Website,MDW2 - Chicago IL,N
421,94,75,2023-09-08,1,12,0,0.0,12.0,12.0,5.83,6.17,Credit Card,Delivered,Third-Party Marketplace,SEA6 - Seattle WA,N
422,20,42,2022-07-15,3,29,0,0.0,29.0,87.0,52.68,34.32,Credit Card,Processing,Mobile App,ATL6 - Atlanta GA,N
423,98,11,2023-11-16,3,1399,15,209.85,1189.15,3567.45,2399.25,1168.2,PayPal,Delivered,Website,ONT8 - Ontario CA,N
424,198,30,2022-01-24,2,149,10,14.9,134.1,268.2,143.32,124.88,Amazon Pay,Processing,Website,ATL6 - Atlanta GA,N
425,11,41,2024-10-25,2,39,0,0.0,39.0,78.0,37.56,40.44,Credit Card,Processing,Mobile App,DAL7 - Dallas TX,N
426,115,77,2024-06-03,2,19,0,0.0,19.0,38.0,22.28,15.72,Credit Card,Delivered,Website,ONT8 - Ontario CA,N
427,122,74,2023-06-22,2,25,0,0.0,25.0,50.0,30.1,19.9,Debit Card,Delivered,Mobile App,JFK8 - New York NY,N
428,196,18,2024-03-20,1,79,0,0.0,79.0,79.0,40.91,38.09,Credit Card,Processing,Mobile App,SEA6 - Seattle WA,N
429,135,32,2024-05-30,1,69,0,0.0,69.0,69.0,32.64,36.36,Gift Card,Delivered,Website,SEA6 - Seattle WA,N
430,106,55,2023-12-07,1,19,0,0.0,19.0,19.0,11.39,7.61,Credit Card,Processing,Website,MDW2 - Chicago IL,N
431,158,57,2023-04-24,2,14,5,0.7,13.3,26.6,15.4,11.2,Credit Card,Delivered,Mobile App,ONT8 - Ontario CA,N
432,29,7,2022-10-30,1,139,5,6.95,132.05,132.05,75.28,56.77,PayPal,Cancelled,Website,SEA6 - Seattle WA,N
433,29,40,2023-03-05,1,19,0,0.0,19.0,19.0,9.98,9.02,Credit Card,Returned,Mobile App,MDW2 - Chicago IL,Y
434,141,62,2022-02-07,2,195,20,39.0,156.0,312.0,198.08,113.92,Gift Card,Delivered,Mobile App,MDW2 - Chicago IL,N
435,44,8,2023-07-10,1,49,10,4.9,44.1,44.1,31.84,12.26,Amazon Pay,Delivered,Website,DAL7 - Dallas TX,N
436,170,35,2024-01-08,2,149,15,22.35,126.65,253.3,135.82,117.48,Credit Card,Cancelled,Alexa,SEA6 - Seattle WA,N
437,99,30,2022-07-23,5,149,10,14.9,134.1,670.5,358.3,312.2,Debit Card,Cancelled,Mobile App,ONT8 - Ontario CA,N
438,48,26,2022-02-14,2,449,0,0.0,449.0,898.0,524.44,373.56,Gift Card,Delivered,Website,DAL7 - Dallas TX,N
439,101,21,2023-12-29,1,99,5,4.95,94.05,94.05,51.96,42.09,Credit Card,Processing,Third-Party Marketplace,ATL6 - Atlanta GA,N
440,71,8,2022-03-02,2,49,10,4.9,44.1,88.2,63.68,24.52,Gift Card,Cancelled,Website,MDW2 - Chicago IL,N
441,101,18,2023-04-11,1,79,0,0.0,79.0,79.0,40.91,38.09,Debit Card,Delivered,Website,MDW2 - Chicago IL,N
442,155,43,2022-10-11,1,49,0,0.0,49.0,49.0,30.71,18.29,Amazon Pay,Processing,Website,JFK8 - New York NY,N
443,80,68,2022-10-25,4,10,0,0.0,10.0,40.0,19.76,20.24,Debit Card,Processing,Website,ONT8 - Ontario CA,N
444,143,69,2023-10-13,5,9,0,0.0,9.0,45.0,24.85,20.15,Credit Card,Returned,Website,MDW2 - Chicago IL,Y
445,106,53,2023-07-15,1,16,5,0.8,15.2,15.2,9.66,5.54,Credit Card,Delivered,Website,ONT8 - Ontario CA,N
446,196,79,2023-04-18,2,9,10,0.9,8.1,16.2,8.64,7.56,Credit Card,Processing,Website,ONT8 - Ontario CA,N
447,177,62,2024-08-18,1,195,10,19.5,175.5,175.5,99.04,76.46,Credit Card,Processing,Alexa,DAL7 - Dallas TX,N
448,122,18,2024-04-16,1,79,0,0.0,79.0,79.0,40.91,38.09,Credit Card,Returned,Website,DAL7 - Dallas TX,Y
449,57,26,2024-06-18,3,449,0,0.0,449.0,1347.0,786.66,560.34,Debit Card,Cancelled,Website,DAL7 - Dallas TX,N
450,64,55,2024-02-19,1,19,0,0.0,19.0,19.0,11.39,7.61,Credit Card,Returned,Third-Party Marketplace,ATL6 - Atlanta GA,Y
451,153,69,2022-03-20,2,9,10,0.9,8.1,16.2,9.94,6.26,Debit Card,Shipped,Mobile App,ONT8 - Ontario CA,N
452,63,67,2022-03-22,2,54,20,10.8,43.2,86.4,57.14,29.26,Debit Card,Shipped,Mobile App,ONT8 - Ontario CA,N
453,49,38,2023-08-09,1,119,15,17.85,101.15,101.15,55.21,45.94,Debit Card,Shipped,Mobile App,ONT8 - Ontario CA,N
454,177,67,2024-07-14,4,54,0,0.0,54.0,216.0,114.28,101.72,Debit Card,Delivered,Website,ATL6 - Atlanta GA,N
455,179,70,2024-07-12,1,38,0,0.0,38.0,38.0,23.99,14.01,Debit Card,Delivered,Alexa,JFK8 - New York NY,N
456,117,12,2022-12-02,1,699,5,34.95,664.05,664.05,353.0,311.05,Credit Card,Returned,Website,DAL7 - Dallas TX,Y
457,163,47,2024-11-13,1,199,5,9.95,189.05,189.05,100.42,88.63,Credit Card,Processing,Mobile App,ONT8 - Ontario CA,N
458,197,22,2022-11-04,4,129,5,6.45,122.55,490.2,239.12,251.08,Credit Card,Delivered,Mobile App,ONT8 - Ontario CA,N
459,108,40,2024-07-02,1,19,10,1.9,17.1,17.1,9.98,7.12,Credit Card,Delivered,Alexa,JFK8 - New York NY,N
460,1,80,2024-10-16,3,18,0,0.0,18.0,54.0,29.07,24.93,Debit Card,Returned,Website,DAL7 - Dallas TX,Y
461,61,28,2024-04-19,2,349,0,0.0,349.0,698.0,449.28,248.72,Amazon Pay,Shipped,Website,ATL6 - Atlanta GA,N
462,72,80,2023-03-02,2,18,10,1.8,16.2,32.4,19.38,13.02,Credit Card,Delivered,Mobile App,ONT8 - Ontario CA,N
463,38,5,2023-09-04,2,349,10,34.9,314.1,628.2,377.2,251.0,Credit Card,Delivered,Website,JFK8 - New York NY,N
464,42,37,2022-12-30,2,59,5,2.95,56.05,112.1,57.38,54.72,Amazon Pay,Cancelled,Website,ONT8 - Ontario CA,N
465,24,39,2022-05-19,1,45,10,4.5,40.5,40.5,21.08,19.42,PayPal,Returned,Website,DAL7 - Dallas TX,Y
466,35,16,2024-12-15,2,49,0,0.0,49.0,98.0,60.82,37.18,Credit Card,Delivered,Website,ONT8 - Ontario CA,N
467,28,74,2022-06-29,2,25,5,1.25,23.75,47.5,30.1,17.4,Amazon Pay,Shipped,Third-Party Marketplace,SEA6 - Seattle WA,N
468,74,55,2024-12-12,2,19,5,0.95,18.05,36.1,22.78,13.32,Amazon Pay,Processing,Third-Party Marketplace,ATL6 - Atlanta GA,N
469,145,64,2024-10-05,2,12,5,0.6,11.4,22.8,14.8,8.0,PayPal,Returned,Website,MDW2 - Chicago IL,Y
470,50,1,2022-08-30,1,999,0,0.0,999.0,999.0,514.24,484.76,Credit Card,Returned,Mobile App,DAL7 - Dallas TX,Y
471,106,6,2023-03-11,1,399,5,19.95,379.05,379.05,237.58,141.47,Credit Card,Delivered,Website,ONT8 - Ontario CA,N
472,79,39,2022-01-13,2,45,0,0.0,45.0,90.0,42.16,47.84,Credit Card,Delivered,Website,ATL6 - Atlanta GA,N
473,158,4,2023-11-24,3,1099,0,0.0,1099.0,3297.0,1797.69,1499.31,Debit Card,Cancelled,Mobile App,ONT8 - Ontario CA,N
474,166,18,2023-11-18,1,79,5,3.95,75.05,75.05,40.91,34.14,PayPal,Shipped,Third-Party Marketplace,ONT8 - Ontario CA,N
475,134,39,2022-02-08,2,45,5,2.25,42.75,85.5,42.16,43.34,Amazon Pay,Delivered,Mobile App,MDW2 - Chicago IL,N
476,17,20,2024-02-08,1,399,0,0.0,399.0,399.0,213.61,185.39,PayPal,Processing,Mobile App,DAL7 - Dallas TX,N
477,48,77,2023-09-24,1,19,10,1.9,17.1,17.1,11.14,5.96,Credit Card,Processing,Website,DAL7 - Dallas TX,N
478,23,64,2023-09-12,4,12,0,0.0,12.0,48.0,29.6,18.4,Credit Card,Delivered,Website,ONT8 - Ontario CA,N
479,200,26,2022-02-21,4,449,0,0.0,449.0,1796.0,1048.88,747.12,Gift Card,Returned,Website,MDW2 - Chicago IL,Y
480,124,68,2022-07-21,1,10,5,0.5,9.5,9.5,4.94,4.56,Gift Card,Returned,Mobile App,JFK8 - New York NY,Y
481,53,5,2024-12-05,1,349,5,17.45,331.55,331.55,188.6,142.95,Credit Card,Delivered,Website,ATL6 - Atlanta GA,N
482,23,43,2024-12-02,1,49,0,0.0,49.0,49.0,30.71,18.29,Amazon Pay,Returned,Website,MDW2 - Chicago IL,Y
483,164,27,2023-07-21,1,199,0,0.0,199.0,199.0,124.32,74.68,Amazon Pay,Shipped,Mobile App,MDW2 - Chicago IL,N
484,39,21,2024-11-18,1,99,0,0.0,99.0,99.0,51.96,47.04,Debit Card,Delivered,Mobile App,MDW2 - Chicago IL,N
485,37,37,2023-09-30,2,59,0,0.0,59.0,118.0,57.38,60.62,Credit Card,Processing,Website,JFK8 - New York NY,N
486,8,61,2024-02-25,4,599,0,0.0,599.0,2396.0,1352.96,1043.04,Debit Card,Delivered,Website,ATL6 - Atlanta GA,N
487,152,58,2023-02-10,2,22,5,1.1,20.9,41.8,20.44,21.36,Amazon Pay,Processing,Mobile App,DAL7 - Dallas TX,N
488,146,17,2024-08-17,1,89,15,13.35,75.65,75.65,47.71,27.94,Credit Card,Delivered,Mobile App,DAL7 - Dallas TX,N
489,121,30,2023-06-13,5,149,0,0.0,149.0,745.0,358.3,386.7,Credit Card,Cancelled,Mobile App,SEA6 - Seattle WA,N
490,85,42,2024-08-31,1,29,0,0.0,29.0,29.0,17.56,11.44,Debit Card,Delivered,Alexa,MDW2 - Chicago IL,N
491,197,45,2022-07-30,2,44,0,0.0,44.0,88.0,44.38,43.62,Amazon Pay,Delivered,Website,ATL6 - Atlanta GA,N
492,167,10,2024-03-31,3,149,10,14.9,134.1,402.3,207.72,194.58,Credit Card,Processing,Website,JFK8 - New York NY,N
493,124,50,2024-06-01,1,39,0,0.0,39.0,39.0,21.66,17.34,Debit Card,Returned,Mobile App,ATL6 - Atlanta GA,Y
494,178,31,2024-09-23,1,150,5,7.5,142.5,142.5,92.92,49.58,Debit Card,Delivered,Website,ONT8 - Ontario CA,N
495,114,23,2022-08-11,1,149,0,0.0,149.0,149.0,79.92,69.08,Debit Card,Processing,Mobile App,MDW2 - Chicago IL,N
496,127,8,2022-01-01,1,49,15,7.35,41.65,41.65,31.84,9.81,Amazon Pay,Returned,Mobile App,MDW2 - Chicago IL,Y
497,100,79,2023-10-11,2,9,0,0.0,9.0,18.0,8.64,9.36,PayPal,Delivered,Mobile App,DAL7 - Dallas TX,N
498,184,45,2024-11-11,10,44,5,2.2,41.8,418.0,221.9,196.1,Credit Card,Delivered,Website,MDW2 - Chicago IL,N
499,141,7,2024-01-06,1,139,10,13.9,125.1,125.1,75.28,49.82,Credit Card,Delivered,Website,DAL7 - Dallas TX,N
500,180,76,2024-02-23,1,19,5,0.95,18.05,18.05,10.31,7.74,Debit Card,Delivered,Website,JFK8 - New York NY,N
501,122,18,2024-01-08,1,79,0,0.0,79.0,79.0,40.91,38.09,Credit Card,Returned,Third-Party Marketplace,SEA6 - Seattle WA,Y
502,33,18,2022-10-22,1,79,5,3.95,75.05,75.05,40.91,34.14,Debit Card,Returned,Website,JFK8 - New York NY,Y
503,22,18,2024-07-22,2,79,5,3.95,75.05,150.1,81.82,68.28,Amazon Pay,Cancelled,Third-Party Marketplace,ATL6 - Atlanta GA,N
504,47,59,2024-07-10,2,18,10,1.8,16.2,32.4,19.34,13.06,Credit Card,Delivered,Website,ONT8 - Ontario CA,N
505,148,64,2024-10-24,3,12,0,0.0,12.0,36.0,22.2,13.8,Gift Card,Delivered,Mobile App,ONT8 - Ontario CA,N
506,10,73,2024-09-13,1,14,0,0.0,14.0,14.0,6.85,7.15,Credit Card,Cancelled,Mobile App,ATL6 - Atlanta GA,N
507,193,36,2022-07-01,1,180,0,0.0,180.0,180.0,114.18,65.82,Amazon Pay,Delivered,Mobile App,SEA6 - Seattle WA,N
508,20,70,2022-04-19,3,38,0,0.0,38.0,114.0,71.97,42.03,Debit Card,Cancelled,Website,DAL7 - Dallas TX,N
509,132,61,2023-12-24,2,599,0,0.0,599.0,1198.0,676.48,521.52,PayPal,Cancelled,Website,ONT8 - Ontario CA,N
510,178,77,2023-06-18,2,19,5,0.95,18.05,36.1,22.28,13.82,Debit Card,Delivered,Website,ONT8 - Ontario CA,N
511,169,38,2023-08-11,3,119,5,5.95,113.05,339.15,165.63,173.52,Credit Card,Shipped,Website,MDW2 - Chicago IL,N
512,65,17,2023-06-11,2,89,0,0.0,89.0,178.0,95.42,82.58,Credit Card,Delivered,Website,ATL6 - Atlanta GA,N
513,190,20,2022-12-26,2,399,5,19.95,379.05,758.1,427.22,330.88,Amazon Pay,Delivered,Mobile App,ATL6 - Atlanta GA,N
514,9,44,2022-11-12,10,299,15,44.85,254.15,2541.5,1796.7,744.8,Amazon Pay,Returned,Website,DAL7 - Dallas TX,Y
515,61,57,2023-12-08,2,14,0,0.0,14.0,28.0,15.4,12.6,Credit Card,Delivered,Mobile App,ONT8 - Ontario CA,N
516,43,60,2024-12-26,1,17,0,0.0,17.0,17.0,10.58,6.42,Amazon Pay,Delivered,Website,MDW2 - Chicago IL,N
517,38,68,2024-07-08,4,10,0,0.0,10.0,40.0,19.76,20.24,Credit Card,Delivered,Mobile App,ONT8 - Ontario CA,N
518,25,69,2024-06-03,2,9,20,1.8,7.2,14.4,9.94,4.46,Amazon Pay,Processing,Website,MDW2 - Chicago IL,N
519,69,13,2024-08-02,1,99,5,4.95,94.05,94.05,52.09,41.96,Amazon Pay,Returned,Mobile App,ATL6 - Atlanta GA,Y
520,198,25,2023-01-04,2,499,5,24.95,474.05,948.1,566.16,381.94,Credit Card,Delivered,Website,ONT8 - Ontario CA,N
521,4,53,2024-07-02,1,16,0,0.0,16.0,16.0,9.66,6.34,Amazon Pay,Delivered,Website,ONT8 - Ontario CA,N
522,7,80,2023-03-21,1,18,20,3.6,14.4,14.4,9.69,4.71,Amazon Pay,Cancelled,Mobile App,ONT8 - Ontario CA,N
523,23,78,2023-01-14,1,23,5,1.15,21.85,21.85,14.33,7.52,Amazon Pay,Cancelled,Website,DAL7 - Dallas TX,N
524,170,10,2023-07-21,2,149,15,22.35,126.65,253.3,138.48,114.82,Amazon Pay,Returned,Mobile App,MDW2 - Chicago IL,Y
525,66,21,2022-05-08,3,99,0,0.0,99.0,297.0,155.88,141.12,Credit Card,Delivered,Website,MDW2 - Chicago IL,N
526,46,57,2023-02-15,1,14,20,2.8,11.2,11.2,7.7,3.5,Credit Card,Processing,Mobile App,JFK8 - New York NY,N
527,139,56,2024-06-23,1,17,5,0.85,16.15,16.15,8.94,7.21,Credit Card,Returned,Website,ATL6 - Atlanta GA,Y
528,187,33,2024-10-16,3,179,0,0.0,179.0,537.0,328.35,208.65,Amazon Pay,Delivered,Third-Party Marketplace,SEA6 - Seattle WA,N
529,100,35,2024-03-12,1,149,5,7.45,141.55,141.55,67.91,73.64,Debit Card,Processing,Third-Party Marketplace,DAL7 - Dallas TX,N
530,123,56,2022-05-24,1,17,5,0.85,16.15,16.15,8.94,7.21,Credit Card,Shipped,Third-Party Marketplace,DAL7 - Dallas TX,N
531,32,73,2023-11-14,2,14,20,2.8,11.2,22.4,13.7,8.7,Debit Card,Processing,Mobile App,SEA6 - Seattle WA,N
532,24,47,2022-06-14,2,199,15,29.85,169.15,338.3,200.84,137.46,Amazon Pay,Returned,Website,JFK8 - New York NY,Y
533,46,71,2023-01-27,1,22,5,1.1,20.9,20.9,13.1,7.8,Credit Card,Delivered,Website,SEA6 - Seattle WA,N
534,92,63,2023-01-24,1,15,10,1.5,13.5,13.5,9.65,3.85,Credit Card,Delivered,Mobile App,ATL6 - Atlanta GA,N
535,62,63,2023-09-23,1,15,15,2.25,12.75,12.75,9.65,3.1,Buy Now Pay Later,Shipped,Mobile App,ONT8 - Ontario CA,N
536,10,44,2022-03-29,1,299,10,29.9,269.1,269.1,179.67,89.43,Credit Card,Delivered,Mobile App,ATL6 - Atlanta GA,N
537,118,69,2022-05-28,1,9,5,0.45,8.55,8.55,4.97,3.58,Credit Card,Delivered,Mobile App,DAL7 - Dallas TX,N
538,159,6,2022-01-30,1,399,10,39.9,359.1,359.1,237.58,121.52,Credit Card,Delivered,Website,ONT8 - Ontario CA,N
539,117,79,2022-08-06,1,9,5,0.45,8.55,8.55,4.32,4.23,Debit Card,Delivered,Mobile App,ONT8 - Ontario CA,N
540,52,55,2024-04-03,1,19,10,1.9,17.1,17.1,11.39,5.71,Buy Now Pay Later,Delivered,Mobile App,JFK8 - New York NY,N
541,83,28,2023-11-19,3,349,5,17.45,331.55,994.65,673.92,320.73,Credit Card,Delivered,Mobile App,JFK8 - New York NY,N
542,179,48,2022-03-25,2,19,0,0.0,19.0,38.0,19.72,18.28,PayPal,Delivered,Mobile App,DAL7 - Dallas TX,N
543,200,21,2022-01-14,1,99,0,0.0,99.0,99.0,51.96,47.04,Gift Card,Delivered,Mobile App,ATL6 - Atlanta GA,N
544,73,54,2024-09-01,2,16,10,1.6,14.4,28.8,16.5,12.3,Credit Card,Processing,Mobile App,ATL6 - Atlanta GA,N
545,116,53,2022-03-19,1,16,0,0.0,16.0,16.0,9.66,6.34,Amazon Pay,Processing,Mobile App,ONT8 - Ontario CA,N
546,161,39,2023-04-28,1,45,0,0.0,45.0,45.0,21.08,23.92,Buy Now Pay Later,Delivered,Third-Party Marketplace,ATL6 - Atlanta GA,N
547,93,70,2023-03-03,2,38,0,0.0,38.0,76.0,47.98,28.02,Credit Card,Delivered,Mobile App,SEA6 - Seattle WA,N
548,122,64,2022-03-30,1,12,5,0.6,11.4,11.4,7.4,4.0,Credit Card,Delivered,Website,MDW2 - Chicago IL,N
549,86,79,2022-03-30,3,9,10,0.9,8.1,24.3,12.96,11.34,Credit Card,Delivered,Mobile App,JFK8 - New York NY,N
550,8,63,2023-04-27,2,15,0,0.0,15.0,30.0,19.3,10.7,Debit Card,Returned,Website,JFK8 - New York NY,Y
551,192,42,2023-04-12,1,29,0,0.0,29.0,29.0,17.56,11.44,Amazon Pay,Delivered,Alexa,DAL7 - Dallas TX,N
552,57,10,2024-06-11,1,149,5,7.45,141.55,141.55,69.24,72.31,Gift Card,Delivered,Mobile App,DAL7 - Dallas TX,N
553,96,18,2024-01-05,1,79,0,0.0,79.0,79.0,40.91,38.09,Credit Card,Cancelled,Website,SEA6 - Seattle WA,N
554,146,8,2024-08-11,1,49,0,0.0,49.0,49.0,31.84,17.16,Credit Card,Shipped,Website,MDW2 - Chicago IL,N
555,155,21,2022-12-15,3,99,5,4.95,94.05,282.15,155.88,126.27,Debit Card,Processing,Website,DAL7 - Dallas TX,N
556,134,63,2024-08-27,3,15,0,0.0,15.0,45.0,28.95,16.05,Credit Card,Returned,Mobile App,SEA6 - Seattle WA,Y
557,64,32,2022-11-02,1,69,5,3.45,65.55,65.55,32.64,32.91,PayPal,Cancelled,Website,ONT8 - Ontario CA,N
558,11,61,2024-05-21,2,599,0,0.0,599.0,1198.0,676.48,521.52,Debit Card,Shipped,Mobile App,ONT8 - Ontario CA,N
559,116,64,2022-01-26,1,12,5,0.6,11.4,11.4,7.4,4.0,Debit Card,Processing,Website,MDW2 - Chicago IL,N
560,76,31,2024-09-09,2,150,0,0.0,150.0,300.0,185.84,114.16,Credit Card,Processing,Mobile App,ATL6 - Atlanta GA,N
561,192,75,2022-10-11,1,12,0,0.0,12.0,12.0,5.83,6.17,Debit Card,Cancelled,Mobile App,MDW2 - Chicago IL,N
562,161,60,2022-05-25,2,17,0,0.0,17.0,34.0,21.16,12.84,Amazon Pay,Delivered,Mobile App,MDW2 - Chicago IL,N
563,110,35,2023-03-01,2,149,5,7.45,141.55,283.1,135.82,147.28,Credit Card,Returned,Alexa,SEA6 - Seattle WA,Y
564,15,66,2022-04-16,5,38,5,1.9,36.1,180.5,102.05,78.45,Credit Card,Delivered,Mobile App,MDW2 - Chicago IL,N
565,94,23,2023-02-24,2,149,5,7.45,141.55,283.1,159.84,123.26,Credit Card,Delivered,Mobile App,SEA6 - Seattle WA,N
566,123,75,2023-04-07,4,12,5,0.6,11.4,45.6,23.32,22.28,PayPal,Delivered,Mobile App,DAL7 - Dallas TX,N
567,71,7,2024-09-22,1,139,0,0.0,139.0,139.0,75.28,63.72,PayPal,Shipped,Mobile App,ATL6 - Atlanta GA,N
568,174,69,2024-01-24,4,9,5,0.45,8.55,34.2,19.88,14.32,Gift Card,Returned,Mobile App,ONT8 - Ontario CA,Y
569,49,59,2023-01-02,1,18,5,0.9,17.1,17.1,9.67,7.43,Gift Card,Delivered,Website,MDW2 - Chicago IL,N
570,29,19,2024-12-02,1,249,10,24.9,224.1,224.1,132.77,91.33,Credit Card,Cancelled,Website,SEA6 - Seattle WA,N
571,139,17,2022-02-13,1,89,0,0.0,89.0,89.0,47.71,41.29,Credit Card,Delivered,Alexa,JFK8 - New York NY,N
572,134,43,2023-10-31,1,49,0,0.0,49.0,49.0,30.71,18.29,Amazon Pay,Shipped,Mobile App,ATL6 - Atlanta GA,N
573,114,59,2023-09-20,1,18,0,0.0,18.0,18.0,9.67,8.33,Credit Card,Delivered,Mobile App,MDW2 - Chicago IL,N
574,198,7,2022-12-07,1,139,0,0.0,139.0,139.0,75.28,63.72,Credit Card,Processing,Mobile App,JFK8 - New York NY,N
575,45,20,2023-10-11,1,399,0,0.0,399.0,399.0,213.61,185.39,Debit Card,Processing,Website,JFK8 - New York NY,N
576,144,5,2022-10-30,2,349,20,69.8,279.2,558.4,377.2,181.2,Debit Card,Delivered,Website,MDW2 - Chicago IL,N
577,32,4,2022-10-25,1,1099,0,0.0,1099.0,1099.0,599.23,499.77,Gift Card,Cancelled,Website,SEA6 - Seattle WA,N
578,140,65,2024-08-28,1,30,5,1.5,28.5,28.5,16.12,12.38,Buy Now Pay Later,Cancelled,Mobile App,ATL6 - Atlanta GA,N
579,171,19,2024-06-24,3,249,5,12.45,236.55,709.65,398.31,311.34,Credit Card,Delivered,Mobile App,ONT8 - Ontario CA,N
580,36,71,2023-03-28,1,22,0,0.0,22.0,22.0,13.1,8.9,Credit Card,Shipped,Website,SEA6 - Seattle WA,N
581,50,75,2023-07-24,2,12,10,1.2,10.8,21.6,11.66,9.94,Credit Card,Delivered,Alexa,SEA6 - Seattle WA,N
582,172,12,2024-10-01,5,699,0,0.0,699.0,3495.0,1765.0,1730.0,Amazon Pay,Delivered,Third-Party Marketplace,SEA6 - Seattle WA,N
583,93,51,2024-01-28,1,18,10,1.8,16.2,16.2,8.89,7.31,Credit Card,Delivered,Website,MDW2 - Chicago IL,N
584,115,72,2024-06-28,1,18,5,0.9,17.1,17.1,8.95,8.15,Debit Card,Returned,Website,JFK8 - New York NY,Y
585,187,55,2022-06-26,2,19,5,0.95,18.05,36.1,22.78,13.32,Credit Card,Delivered,Third-Party Marketplace,ATL6 - Atlanta GA,N
586,86,9,2024-02-09,4,99,5,4.95,94.05,376.2,232.52,143.68,Debit Card,Delivered,Third-Party Marketplace,DAL7 - Dallas TX,N
587,45,72,2022-10-08,1,18,5,0.9,17.1,17.1,8.95,8.15,PayPal,Delivered,Website,DAL7 - Dallas TX,N
588,11,39,2024-08-07,3,45,0,0.0,45.0,135.0,63.24,71.76,PayPal,Delivered,Website,MDW2 - Chicago IL,N
589,164,61,2023-08-13,1,599,10,59.9,539.1,539.1,338.24,200.86,Debit Card,Delivered,Mobile App,JFK8 - New York NY,N
